title,description,category,published_at,polarity,subjectivity,label,fetch_timestamp,processed_title,processed_description,url
She Was 'Lifeless' And Couldn't Move — Then A Kind Woman Decided To Help - The Dodo,A woman who found a lifeless coyote while walking her dog couldn't believe the recovery she made.,science,2024-11-22T22:22:17Z,0.0,0.0,1,2024-11-25 00:40:55,she was lifeless and couldnt move  then a kind woman decided to help  the dodo,a woman who found a lifeless coyote while walking her dog couldnt believe the recovery she made,https://www.thedodo.com/daily-dodo/she-was-lifeless-and-couldnt-move-then-a-kind-woman-decided-to-help
'e-Drive': New gene drive reverses insecticide resistance in pests... then disappears - Phys.org,"Insecticides have been used for centuries to counteract widespread pest damage to valuable food crops. Eventually, over time, beetles, moths, flies and other insects develop genetic mutations that render the insecticide chemicals ineffective.",science,2024-11-22T22:14:21Z,-0.125,0.375,0,2024-11-25 00:40:55,edrive new gene drive reverses insecticide resistance in pests then disappears  physorg,insecticides have been used for centuries to counteract widespread pest damage to valuable food crops eventually over time beetles moths flies and other insects develop genetic mutations that render the insecticide chemicals ineffective,https://phys.org/news/2024-11-gene-reverses-insecticide-resistance-pests.html
"65,000-year-old Neanderthal Glue Factory Discovered in Gibraltar - Ancient Origins","A recent discovery in Gibraltar has unveiled one of the most advanced manufacturing sites of the ancient world: a Neanderthal tar distillation oven dating back 65,000 years.",science,2024-11-22T21:52:00Z,0.225,0.3375,2,2024-11-25 00:40:55,65000yearold neanderthal glue factory discovered in gibraltar  ancient origins,a recent discovery in gibraltar has unveiled one of the most advanced manufacturing sites of the ancient world a neanderthal tar distillation oven dating back 65000 years,https://www.ancient-origins.net/news-evolution-human-origins/neanderthal-tar-production-0021723
"Lasers, Meteors, and Aurora Come Together in Ethereal Photo Series - PetaPixel","Wu's new photos show the confluence of technical skill, experimentation, and serendipity.",science,2024-11-22T21:29:33Z,0.06818181818181818,0.2772727272727273,1,2024-11-25 00:40:55,lasers meteors and aurora come together in ethereal photo series  petapixel,wus new photos show the confluence of technical skill experimentation and serendipity,https://petapixel.com/2024/11/22/lasers-meteors-and-aurora-come-together-in-ethereal-photo-series/
"Relativity, Amazon, and NASA continue work on Cape infrastructure - NASASpaceflight.com","In addition to SpaceX’s work, Cape Canaveral has been busy with Relativity Space focusing on…",science,2024-11-22T20:44:03Z,0.1,0.3,1,2024-11-25 00:40:55,relativity amazon and nasa continue work on cape infrastructure  nasaspaceflightcom,in addition to spacexs work cape canaveral has been busy with relativity space focusing on,https://www.nasaspaceflight.com/2024/11/flyover/
NASA Marshall Thermal Engineering Lab Provides Key Insight to Human Landing System - NASA,"NASA’s Human Landing System (HLS) will transport the next astronauts that land on the Moon, including the first woman and first person of color, beginning",science,2024-11-22T20:43:41Z,0.125,0.19166666666666665,2,2024-11-25 00:40:55,nasa marshall thermal engineering lab provides key insight to human landing system  nasa,nasas human landing system hls will transport the next astronauts that land on the moon including the first woman and first person of color beginning,https://www.nasa.gov/directorates/esdmd/artemis-campaign-development-division/human-landing-system-program/nasa-marshall-thermal-engineering-lab-provides-key-insight-to-human-landing-system/
Nov. 23: A brain 'car wash' could prevent neurological diseases and more… - CBC.ca,"Octopus camouflage is hard work, working dogs have tiny brains, how dark energy is tied to life's emergence, and the evolution of kissing.",science,2024-11-22T19:54:32Z,-0.14722222222222223,0.48055555555555546,0,2024-11-25 00:40:55,nov 23 a brain car wash could prevent neurological diseases and more  cbcca,octopus camouflage is hard work working dogs have tiny brains how dark energy is tied to lifes emergence and the evolution of kissing,https://www.cbc.ca/radio/quirks/nov-23-a-brain-car-wash-could-prevent-neurological-diseases-and-more-1.7390603
Hubble’s Edgy New Photo Captures a Spiral Galaxy From an Unusual Perspective - PetaPixel,A spectacular and very unusual view of a distant spiral galaxy.,science,2024-11-22T19:22:51Z,0.25333333333333335,0.75,2,2024-11-25 00:40:55,hubbles edgy new photo captures a spiral galaxy from an unusual perspective  petapixel,a spectacular and very unusual view of a distant spiral galaxy,https://petapixel.com/2024/11/22/hubbles-edgy-new-photo-captures-a-spiral-galaxy-from-an-unusual-perspective/
Wolves in Ethiopia spotted licking 'red hot poker' flowers like lollipops - Livescience.com,"Wolves in Ethiopia that lick the flowers of the ""red hot poker"" flowers are the first known large carnivores to eat nectar.",science,2024-11-22T19:12:59Z,0.17857142857142858,0.4029761904761905,2,2024-11-25 00:40:55,wolves in ethiopia spotted licking red hot poker flowers like lollipops  livesciencecom,wolves in ethiopia that lick the flowers of the red hot poker flowers are the first known large carnivores to eat nectar,https://www.livescience.com/animals/wolves-in-ethiopia-spotted-licking-red-hot-poker-flowers-like-lollipops
Mysterious Radio Signal From a Galaxy 2.3 Billion Light Years Away Reignites Alien Speculation - The Daily Galaxy --Great Discoveries Channel,"A mysterious radio signal from a distant galaxy has reignited debates about the origins of Fast Radio Bursts (FRBs). Detected at a rare low frequency by a Russian telescope, the powerful signal — lasting just milliseconds — raises questions about its source. …",science,2024-11-22T19:00:00Z,0.0875,0.51875,1,2024-11-25 00:40:55,mysterious radio signal from a galaxy 23 billion light years away reignites alien speculation  the daily galaxy great discoveries channel,a mysterious radio signal from a distant galaxy has reignited debates about the origins of fast radio bursts frbs detected at a rare low frequency by a russian telescope the powerful signal  lasting just milliseconds  raises questions about its source ,https://dailygalaxy.com/2024/11/mysterious-radio-signal-from-a-galaxy-2-3-billion-light-years-away/
NASA warns of potential 'catastrophic failure' on leaking ISS — but Russia doesn't want to fix it - Yahoo! Voices,"A five-year leak on a Russian module of the International Space Station has gotten worse over time. Now, NASA and Russia's Roscosmos space agency disagree...",science,2024-11-22T18:41:46Z,-0.13333333333333333,0.19999999999999998,0,2024-11-25 00:40:55,nasa warns of potential catastrophic failure on leaking iss  but russia doesnt want to fix it  yahoo voices,a fiveyear leak on a russian module of the international space station has gotten worse over time now nasa and russias roscosmos space agency disagree,https://www.livescience.com/space/space-exploration/nasa-warns-of-potential-catastrophic-failure-on-leaking-iss-but-russia-doesnt-want-to-fix-it
A new version of the drake equation - Ars Technica,"Star formation is key for life, and a different version of our universe could make more stars.",science,2024-11-22T18:30:38Z,0.16666666666666666,0.7000000000000001,2,2024-11-25 00:40:55,a new version of the drake equation  ars technica,star formation is key for life and a different version of our universe could make more stars,https://arstechnica.com/science/2024/11/our-universe-is-not-fine-tuned-for-life-but-its-still-kind-of-ok/
Astronomers spot 1 of the most powerful 'sonic booms' in the universe as massive galaxy crashes into its neighbors - Livescience.com,"A shockwave caused by the galaxy NGC 7318b slamming into four other galaxies is akin to a ""sonic boom from a jet fighter."" Astronomers hope the event will reveal vital secrets about the often-violent evolution of our universe.",science,2024-11-22T18:21:43Z,-0.012499999999999997,0.3875,1,2024-11-25 00:40:55,astronomers spot 1 of the most powerful sonic booms in the universe as massive galaxy crashes into its neighbors  livesciencecom,a shockwave caused by the galaxy ngc 7318b slamming into four other galaxies is akin to a sonic boom from a jet fighter astronomers hope the event will reveal vital secrets about the oftenviolent evolution of our universe,https://www.livescience.com/space/astronomers-spot-1-of-the-most-powerful-sonic-booms-in-the-universe-as-massive-galaxy-crashes-into-its-neighbors
Gene regulation study reports surprising results: Extensive regions of DNA belong to multiple gene switches - Phys.org,"Some sequences in the genome cause genes to be switched on or off. Until now, each of these gene switches, or so-called enhancers, was thought to have its own place on the DNA. Different enhancers are therefore separated from each other, even if they control …",science,2024-11-22T18:18:04Z,0.15833333333333333,0.6583333333333333,2,2024-11-25 00:40:55,gene regulation study reports surprising results extensive regions of dna belong to multiple gene switches  physorg,some sequences in the genome cause genes to be switched on or off until now each of these gene switches or socalled enhancers was thought to have its own place on the dna different enhancers are therefore separated from each other even if they control ,https://phys.org/news/2024-11-gene-results-extensive-regions-dna.html
Prototype lenses can block epileptic-seizure causing wavelengths - Phys.org,People with photosensitive epilepsy could benefit from a prototype pair of glasses with lenses that block out wavelengths that are known to cause seizures in some people.,science,2024-11-22T17:50:01Z,-0.05,0.0,1,2024-11-25 00:40:55,prototype lenses can block epilepticseizure causing wavelengths  physorg,people with photosensitive epilepsy could benefit from a prototype pair of glasses with lenses that block out wavelengths that are known to cause seizures in some people,https://phys.org/news/2024-11-prototype-lenses-block-epileptic-seizure.html
This is why Lucy has been the face of human evolution for the last 50 years - National Geographic,"Paleontologists unearthed the iconic fossil in 1974. Today, her legacy remains just as much cultural as it is scientific.",science,2024-11-22T17:17:56Z,0.3,0.3,2,2024-11-25 00:40:55,this is why lucy has been the face of human evolution for the last 50 years  national geographic,paleontologists unearthed the iconic fossil in 1974 today her legacy remains just as much cultural as it is scientific,https://www.nationalgeographic.com/science/article/lucy-human-evolution-discovery
Scientists trace origin of Earth's mysterious 'minimoon' days before it escapes into space for 30 years - Livescience.com,"A new study reveals that the asteroid 2024 PT5, which has been orbiting Earth for 2 months, may have a ""lunar origin."" However, it is about to break free from our planet, making it tricky to tell for sure.",science,2024-11-22T16:56:45Z,0.34545454545454546,0.7144781144781144,2,2024-11-25 00:40:55,scientists trace origin of earths mysterious minimoon days before it escapes into space for 30 years  livesciencecom,a new study reveals that the asteroid 2024 pt5 which has been orbiting earth for 2 months may have a lunar origin however it is about to break free from our planet making it tricky to tell for sure,https://www.livescience.com/space/asteroids/earths-latest-minimoon-could-be-a-chunk-of-our-planets-permanent-moon-and-its-about-to-leave-us-behind
Saber-Tooth Cat Cub Is First to Be Found Mummified in Ice – and it Still Has Hair - Good News Network,"The authors introduce the world to the first real image of a saber-tooth cat, and they've picked out a variety of interesting details.",science,2024-11-22T16:30:38Z,0.31666666666666665,0.37777777777777777,2,2024-11-25 00:40:55,sabertooth cat cub is first to be found mummified in ice  and it still has hair  good news network,the authors introduce the world to the first real image of a sabertooth cat and theyve picked out a variety of interesting details,https://www.goodnewsnetwork.org/saber-tooth-cat-cub-is-first-to-be-found-mummified-in-ice-and-it-still-has-hair/
Best Of Nature: 20 Shortlisted Photos For Close-Up Photographer Of The Year - Forbes,"Amazing images of nature shortlisted for the Close-Up Photographer Of The Year competition, showcase close-up, macro and micro photos of wildlife’ s hidden wonders.",science,2024-11-22T16:07:22Z,0.21666666666666673,0.6166666666666667,2,2024-11-25 00:40:55,best of nature 20 shortlisted photos for closeup photographer of the year  forbes,amazing images of nature shortlisted for the closeup photographer of the year competition showcase closeup macro and micro photos of wildlife s hidden wonders,https://www.forbes.com/sites/ceciliarodriguez/2024/11/22/best-of-nature-20-shortlisted-photos-of-close-up-photographer-of-the-year/
Fossil discovery reveals giant worm lizard with snail-cracking jaws - Phys.org,"An international team of researchers has discovered a new fossil worm lizard species in Tunisia. Terastiodontosaurus marcelosanchezi is the largest known species of the Amphisbaenia group, with a skull length of over five centimeters.",science,2024-11-22T16:07:04Z,0.06818181818181818,0.22727272727272727,1,2024-11-25 00:40:55,fossil discovery reveals giant worm lizard with snailcracking jaws  physorg,an international team of researchers has discovered a new fossil worm lizard species in tunisia terastiodontosaurus marcelosanchezi is the largest known species of the amphisbaenia group with a skull length of over five centimeters,https://phys.org/news/2024-11-fossil-discovery-reveals-giant-worm.html
Elon Musk has pledged to settle Mars. This book offers a reality check - CTV News,"The promise of starting life anew on Mars may appear alluring as the climate crisis intensifies and space and rocket technology advances. But the reality would be dreadful, according to experts.",science,2024-11-22T15:49:14Z,-0.5,0.55,0,2024-11-25 00:40:55,elon musk has pledged to settle mars this book offers a reality check  ctv news,the promise of starting life anew on mars may appear alluring as the climate crisis intensifies and space and rocket technology advances but the reality would be dreadful according to experts,https://www.ctvnews.ca/sci-tech/elon-musk-has-pledged-to-settle-mars-this-book-offers-a-reality-check-1.7119849
China’s Zhurong Rover Finds a “Hidden Ocean” Shoreline on Mars That Could Rewrite History - The Daily Galaxy --Great Discoveries Channel,"Did Mars once have a vast, silt-filled ocean beneath its now barren surface? China's Zhurong rover has uncovered tantalizing clues of an ancient shoreline, sparking debate among scientists. Could this discovery unlock the Red Planet's watery past-and its pote…",science,2024-11-22T15:10:00Z,0.0,0.5,1,2024-11-25 00:40:55,chinas zhurong rover finds a hidden ocean shoreline on mars that could rewrite history  the daily galaxy great discoveries channel,did mars once have a vast siltfilled ocean beneath its now barren surface chinas zhurong rover has uncovered tantalizing clues of an ancient shoreline sparking debate among scientists could this discovery unlock the red planets watery pastand its pote,https://dailygalaxy.com/2024/11/chinas-zhurong-rover-finds-a-hidden-ocean-shoreline-on-mars/
"In the Quantum World, Even Points of View Are Uncertain - Quanta Magazine",The reference frames from which observers view quantum events can themselves have multiple possible locations at once — an insight with potentially major ramifications.,science,2024-11-22T14:43:53Z,0.020833333333333332,0.5,1,2024-11-25 00:40:55,in the quantum world even points of view are uncertain  quanta magazine,the reference frames from which observers view quantum events can themselves have multiple possible locations at once  an insight with potentially major ramifications,https://www.quantamagazine.org/in-the-quantum-world-even-points-of-view-are-uncertain-20241122/
Veil of fiery gas revealed around the disk of Milky Way - Phys.org,Scientists may have finally hit upon the possible mysterious sources that have pumped heat and kept alive the fiery hot gas that has recently been detected surrounding the Milky Way but has so far remained unexplained.,science,2024-11-22T14:00:04Z,0.049999999999999996,0.6875,1,2024-11-25 00:40:55,veil of fiery gas revealed around the disk of milky way  physorg,scientists may have finally hit upon the possible mysterious sources that have pumped heat and kept alive the fiery hot gas that has recently been detected surrounding the milky way but has so far remained unexplained,https://phys.org/news/2024-11-veil-fiery-gas-revealed-disk.html
Unusual black hole light bursts puzzle astronomers: 'We are finding a lot of weird stuff' - Space.com,"""This is very different from anything I have seen before.""",science,2024-11-22T14:00:00Z,0.0,0.78,1,2024-11-25 00:40:55,unusual black hole light bursts puzzle astronomers we are finding a lot of weird stuff  spacecom,this is very different from anything i have seen before,https://www.space.com/the-universe/black-holes/unusual-black-hole-light-bursts-puzzle-astronomers-we-are-finding-a-lot-of-weird-stuff
Latest Northern Lights Forecast: These States May See Aurora Borealis Tonight - Forbes,"The northern lights may be visible in states like North Dakota, Minnesota and Michigan.",science,2024-11-22T13:27:27Z,0.0,0.0,1,2024-11-25 00:40:55,latest northern lights forecast these states may see aurora borealis tonight  forbes,the northern lights may be visible in states like north dakota minnesota and michigan,https://www.forbes.com/sites/tylerroush/2024/11/22/latest-northern-lights-forecast-these-states-may-see-aurora-borealis-tonight/
"Surrounded by AI bio giants, tiny startup Nabla Bio makes de novo antibodies look more like drugs - Endpoints News","Protein-making AI models have fueled the launch of a $1 billion startup and a Nobel Prize win in 2024, but are they ready to actually make drugs? Leaders of some ...",science,2024-11-22T12:00:00Z,0.3333333333333333,0.3333333333333333,2,2024-11-25 00:40:55,surrounded by ai bio giants tiny startup nabla bio makes de novo antibodies look more like drugs  endpoints news,proteinmaking ai models have fueled the launch of a 1 billion startup and a nobel prize win in 2024 but are they ready to actually make drugs leaders of some ,https://endpts.com/nabla-bio-moves-closer-to-ai-created-antibodies/
Octopuses burn more calories changing color than you use on a 25-minute run - Livescience.com,"For the first time ever, marine biologists have measured how much energy octopuses really need to change color — and it's a lot.",science,2024-11-22T11:17:42Z,0.21666666666666667,0.24444444444444446,2,2024-11-25 00:40:55,octopuses burn more calories changing color than you use on a 25minute run  livesciencecom,for the first time ever marine biologists have measured how much energy octopuses really need to change color  and its a lot,https://www.livescience.com/animals/octopuses/octopuses-burn-more-calories-changing-color-than-you-use-on-a-25-minute-run
NASA Perseverance Rover Discovery - Euro Weekly News,The so-called ‘Red Planet’ might actually be hiding a secret that could change our understanding of Mars and life as we know it.,science,2024-11-22T10:07:30Z,-0.13333333333333333,0.26666666666666666,0,2024-11-25 00:40:55,nasa perseverance rover discovery  euro weekly news,the socalled red planet might actually be hiding a secret that could change our understanding of mars and life as we know it,https://euroweeklynews.com/2024/11/22/nasas-perseverance-rover-found-something-astonishing-is-this-proof-of-life-on-mars/
"Ask Ethan: Does the CMB really ""prove"" the Big Bang? - Big Think","Since the mid-1960s, the CMB has been identified with the Big Bang's leftover glow. Could any alternative explanations still work?",science,2024-11-22T07:00:00Z,0.0,0.1,1,2024-11-25 00:40:55,ask ethan does the cmb really prove the big bang  big think,since the mid1960s the cmb has been identified with the big bangs leftover glow could any alternative explanations still work,https://bigthink.com/starts-with-a-bang/cmb-prove-big-bang-534699/
MIT researchers develop an efficient way to train more reliable AI agents - MIT News,"MIT researchers developed an efficient approach for training more reliable reinforcement learning models, focusing on complex tasks that involve variability. This could enable the leverage of reinforcement learning across a wide range of applications.",science,2024-11-22T05:00:00Z,0.049999999999999996,0.4,1,2024-11-25 00:40:55,mit researchers develop an efficient way to train more reliable ai agents  mit news,mit researchers developed an efficient approach for training more reliable reinforcement learning models focusing on complex tasks that involve variability this could enable the leverage of reinforcement learning across a wide range of applications,https://news.mit.edu/2024/mit-researchers-develop-efficiency-training-more-reliable-ai-agents-1122
"New full Sun views show sunspots, fields and restless plasma - European Space Agency","Zoom into Solar Orbiter's four new Sun images, assembled from high-resolution observations by the spacecraft's PHI and EUI instruments made on 22 March 2023. The PHI images are the highest-resolution full views of the Sun's visible surface to date, including …",science,2024-11-20T10:11:31Z,0.24318181818181817,0.5022727272727273,2,2024-11-25 00:40:55,new full sun views show sunspots fields and restless plasma  european space agency,zoom into solar orbiters four new sun images assembled from highresolution observations by the spacecrafts phi and eui instruments made on 22 march 2023 the phi images are the highestresolution full views of the suns visible surface to date including ,https://www.esa.int/Science_Exploration/Space_Science/Solar_Orbiter/New_full_Sun_views_show_sunspots_fields_and_restless_plasma
Heart cockle shells transmit sunlight to photosymbiotic algae using bundled fiber optic cables and condensing lenses - Nature.com,"Some bivalves have evolved photosynthetic symbioses. Here, the authors show that heart cockles transmit light through their upper shell to internal photosynthetic symbionts, using mineral fiber optic cables to maximize light transmission.",science,2024-11-19T16:12:58Z,0.2,0.35,2,2024-11-25 00:40:55,heart cockle shells transmit sunlight to photosymbiotic algae using bundled fiber optic cables and condensing lenses  naturecom,some bivalves have evolved photosynthetic symbioses here the authors show that heart cockles transmit light through their upper shell to internal photosynthetic symbionts using mineral fiber optic cables to maximize light transmission,https://www.nature.com/articles/s41467-024-53110-x
Canton police warn of scam - KELOLAND.com,"SIOUX FALLS, S.D. (KELO) — Canton police are warning citizens of a scam going around. According to a post on Facebook, a scammer in Canton posing as a local rental manager and reaching out to prospective homeowners. This scammer offers rental services on legi…",health,2024-11-23T22:13:50Z,0.05,0.0,1,2024-11-25 00:40:55,canton police warn of scam  kelolandcom,sioux falls sd kelo  canton police are warning citizens of a scam going around according to a post on facebook a scammer in canton posing as a local rental manager and reaching out to prospective homeowners this scammer offers rental services on legi,https://www.keloland.com/news/local-news/canton-police-warn-of-scam/
Squirting 101: Everything You Need to Know About Female Ejaculation - Glass Almanac,"At last, the wait is over, and it’s a topic that has kept many of us up at night. Dr. Samuel Salama, along with his colleague ... Continue Reading →",health,2024-11-23T21:45:50Z,0.25,0.2833333333333333,2,2024-11-25 00:40:55,squirting 101 everything you need to know about female ejaculation  glass almanac,at last the wait is over and its a topic that has kept many of us up at night dr samuel salama along with his colleague  continue reading ,https://glassalmanac.com/squirting-101-everything-you-need-to-know-about-female-ejaculation/
Alcohol use increased during the Covid-19 pandemic. A new study shows that it’s still high - CNN,"A surge of stress-related drinking and alcohol-related deaths brought on by the Covid-19 pandemic in the US has not tapered off the way Dr. Brian Lee, a transplant hepatologist at the University of Southern California’s Keck School of Medicine, had hoped.",health,2024-11-23T20:00:00Z,0.0,0.0,1,2024-11-25 00:40:55,alcohol use increased during the covid19 pandemic a new study shows that its still high  cnn,a surge of stressrelated drinking and alcoholrelated deaths brought on by the covid19 pandemic in the us has not tapered off the way dr brian lee a transplant hepatologist at the university of southern californias keck school of medicine had hoped,https://www.cnn.com/2024/11/23/health/covid-alcohol-increase-drinking/index.html
Alcohol Use Predicts Escalating Cannabis Vaping Among Youth - Neuroscience News,"A recent study highlights alcohol as the strongest predictor of cannabis vaping initiation and experimentation among youth and young adults, regardless of demographic factors.",health,2024-11-23T19:06:50Z,0.05,0.325,1,2024-11-25 00:40:55,alcohol use predicts escalating cannabis vaping among youth  neuroscience news,a recent study highlights alcohol as the strongest predictor of cannabis vaping initiation and experimentation among youth and young adults regardless of demographic factors,https://neurosciencenews.com/alcohol-cud-teens-psychology-28121/
Our “Reptilian” Brain Areas’ Role in Emotion and Social Skills - Neuroscience News,"A new study uncovers constant communication between the human brain's social cognitive network, responsible for understanding others' thoughts, and the amygdala, known for processing fear and emotions.",health,2024-11-23T18:46:38Z,0.07393939393939394,0.3009090909090909,1,2024-11-25 00:40:55,our reptilian brain areas role in emotion and social skills  neuroscience news,a new study uncovers constant communication between the human brains social cognitive network responsible for understanding others thoughts and the amygdala known for processing fear and emotions,https://neurosciencenews.com/amygdala-emotion-social-neuroscience-28120/
"Even with access to blockbuster obesity drugs, some people don't lose weight - KSL.com",Why don't weight-loss drugs work for some people? There are many factors.,health,2024-11-23T15:55:22Z,0.5,0.5,2,2024-11-25 00:40:55,even with access to blockbuster obesity drugs some people dont lose weight  kslcom,why dont weightloss drugs work for some people there are many factors,https://www.ksl.com/article/51196705/even-with-access-to-blockbuster-obesity-drugs-some-people-dont-lose-weight
CDC confirms first child in United States infected with bird flu - UPI News,"UPI delivers the latest headlines from around the world: Top News, Entertainment, Health, Business, Science and Sports News - United Press International",health,2024-11-23T15:39:55Z,0.3333333333333333,0.4666666666666666,2,2024-11-25 00:40:55,cdc confirms first child in united states infected with bird flu  upi news,upi delivers the latest headlines from around the world top news entertainment health business science and sports news  united press international,https://www.upi.com
"COVID-19 lockdowns linked to accelerated brain aging in adolescents, particularly in girls - PsyPost","New research suggests pandemic lockdowns accelerated adolescent brain aging, with girls' brains aging 4.2 years and boys' 1.4 years. This may increase neuropsychiatric disorder risks, highlighting the need for ongoing mental health support for affected teens.",health,2024-11-23T15:10:11Z,0.018181818181818174,0.32727272727272727,1,2024-11-25 00:40:55,covid19 lockdowns linked to accelerated brain aging in adolescents particularly in girls  psypost,new research suggests pandemic lockdowns accelerated adolescent brain aging with girls brains aging 42 years and boys 14 years this may increase neuropsychiatric disorder risks highlighting the need for ongoing mental health support for affected teens,https://www.psypost.org/covid-19-lockdowns-linked-to-accelerated-brain-aging-in-adolescents-particularly-in-girls/
"Deadly Incurable Fungus Infects Thousands On The West Coast, Attacking Their Lungs - Wide Open Country",California and Arizona report an alarming increase in Valley Fever cases. This disease can lead to long-term lung problems and death.,health,2024-11-23T14:54:33Z,-0.1,0.6,1,2024-11-25 00:40:55,deadly incurable fungus infects thousands on the west coast attacking their lungs  wide open country,california and arizona report an alarming increase in valley fever cases this disease can lead to longterm lung problems and death,http://www.wideopencountry.com/deadly-incurable-fungus-infects-thousands-on-the-west-coast-attacking-their-lungs/
Medical Mysteries: Her depression and poor memory had an unusual cause - The Washington Post,A woman’s hospitalization following a suicide attempt in 2018 led to the discovery of an undiscovered condition that had shaped her life for nearly 50 years.,health,2024-11-23T14:02:35Z,0.05,0.25,1,2024-11-25 00:40:55,medical mysteries her depression and poor memory had an unusual cause  the washington post,a womans hospitalization following a suicide attempt in 2018 led to the discovery of an undiscovered condition that had shaped her life for nearly 50 years,https://www.washingtonpost.com/health/2024/11/23/seizures-depression-brain-diagnosis/
"Saturday Citations: Sweaty, remarkable humans; ocean level rise projections; closeup of a star in another galaxy - Phys.org","Since we last spoke, researchers at the University of Birmingham have defined the precise shape of a single photon (spoiler: roundish). Economists worry that Trump's grandiose deportation plans could lead to a recession. And astronomers report that the Milky …",health,2024-11-23T14:00:01Z,0.10952380952380954,0.3603174603174603,2,2024-11-25 00:40:55,saturday citations sweaty remarkable humans ocean level rise projections closeup of a star in another galaxy  physorg,since we last spoke researchers at the university of birmingham have defined the precise shape of a single photon spoiler roundish economists worry that trumps grandiose deportation plans could lead to a recession and astronomers report that the milky ,https://phys.org/news/2024-11-saturday-citations-sweaty-remarkable-humans.html
Eat Too Much Sugar Last Night? Here's What Dietitians Recommend You Do Today - Yahoo Life,No drastic measures necessary!,health,2024-11-23T12:00:00Z,0.0,1.0,1,2024-11-25 00:40:55,eat too much sugar last night heres what dietitians recommend you do today  yahoo life,no drastic measures necessary,https://www.eatingwell.com/what-to-do-if-you-ate-too-much-sugar-last-night-8746960
"Weight loss drug users suddenly find themselves wasting more food, study says - WTOP","One in four people taking popular weight loss medications such as Ozempic, Wegovy and Mounjaro found themselves throwing more food in the trash after starting the drugs.",health,2024-11-23T10:19:16Z,0.275,0.5,2,2024-11-25 00:40:55,weight loss drug users suddenly find themselves wasting more food study says  wtop,one in four people taking popular weight loss medications such as ozempic wegovy and mounjaro found themselves throwing more food in the trash after starting the drugs,https://wtop.com/health-fitness/2024/11/many-on-ozempic-suddenly-find-themselves-wasting-more-food-study-finds/
Parkinson’s: Why This 62-Year-Old’s Early Signs Were Overlooked - Healthline,"Veronica Brown lived with chronic fatigue, depression, and anxiety for over 10 years before she learned they were early signs of Parkinson's disease. Here's how she found relief after diagnosis.",health,2024-11-23T09:28:27Z,0.1,0.3,1,2024-11-25 00:40:55,parkinsons why this 62yearolds early signs were overlooked  healthline,veronica brown lived with chronic fatigue depression and anxiety for over 10 years before she learned they were early signs of parkinsons disease heres how she found relief after diagnosis,https://www.healthline.com/health-news/early-parkinsons-symptoms-before-diagnosis
7 Things Doctors Wish Older Adults Would Do Daily - HuffPost,Physicians reveal the crucial habits that will easily improve your longevity — and it's never too late to start.,health,2024-11-23T08:00:03Z,0.04444444444444445,0.8111111111111112,1,2024-11-25 00:40:55,7 things doctors wish older adults would do daily  huffpost,physicians reveal the crucial habits that will easily improve your longevity  and its never too late to start,https://www.huffpost.com/entry/habits-older-adults-longevity-ano_l_673f73f5e4b09ddca7935853
Longevity: Daily walks could add years to your life - Medical News Today,"Every additional hour of walking per day could add up to 6 hours to a person's life, a recent study suggests, emphasizing the importance of staying active.",health,2024-11-23T06:07:54Z,-0.06666666666666667,0.425,1,2024-11-25 00:40:55,longevity daily walks could add years to your life  medical news today,every additional hour of walking per day could add up to 6 hours to a persons life a recent study suggests emphasizing the importance of staying active,https://www.medicalnewstoday.com/articles/daily-walk-may-prolong-lifespan
County health officials say negative test result doesn’t clear caterer in E. coli outbreak - Food Safety News,"State test results of lettuce thought to be linked to an outbreak of E. Coli infections in St. Louis County have come back negative, but officials say a",health,2024-11-23T05:07:45Z,-0.15,0.2,0,2024-11-25 00:40:55,county health officials say negative test result doesnt clear caterer in e coli outbreak  food safety news,state test results of lettuce thought to be linked to an outbreak of e coli infections in st louis county have come back negative but officials say a,https://www.foodsafetynews.com/2024/11/county-health-officials-say-negative-test-result-doesnt-clear-caterer-in-e-coli-outbreak/
"Montana poultry flock diagnosed with avian flu, euthanized - NBC Montana",A Montana woman took to Facebook to report her poultry flock came down with avian influenza.Christy Cummings says state veterinarians made the diagnosis earlier,health,2024-11-23T02:56:16Z,-0.07777777777777778,0.3944444444444445,1,2024-11-25 00:40:55,montana poultry flock diagnosed with avian flu euthanized  nbc montana,a montana woman took to facebook to report her poultry flock came down with avian influenzachristy cummings says state veterinarians made the diagnosis earlier,https://nbcmontana.com/news/local/montana-womans-chicken-flock-diagnosed-with-avian-flu
Dr. Crandall: Drink Coffee for a Healthier Heart - Newsmax,"It seems like the news on whether drinking coffee is detrimental, or beneficial, to our health flip flops all the time. But now a new study brings good news to those of us who like to enjoy a hot cup of coffee, or three. Drinking coffee can help protect again…",health,2024-11-22T23:26:00Z,0.3715909090909091,0.6011363636363637,2,2024-11-25 00:40:55,dr crandall drink coffee for a healthier heart  newsmax,it seems like the news on whether drinking coffee is detrimental or beneficial to our health flip flops all the time but now a new study brings good news to those of us who like to enjoy a hot cup of coffee or three drinking coffee can help protect again,https://www.newsmax.com/health/health-news/heart-diabetes-stroke/2024/11/22/id/1189123/
